"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
9853,"2021-02-03 23:53:37.8860","2021-02-04 02:37:51.5450",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3679,"Bergen Ave",40.722103786686034,-74.07145500183105,48857,"Subscriber",1992,2
395,"2021-02-04 00:20:39.9720","2021-02-04 00:27:15.1130",3211,"Newark Ave",40.72152515,-74.046304543,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,28426,"Subscriber",1975,1
2035,"2021-02-04 00:22:29.3140","2021-02-04 00:56:25.0400",3199,"Newport Pkwy",40.7287448,-74.0321082,3199,"Newport Pkwy",40.7287448,-74.0321082,48753,"Customer",1970,0
564,"2021-02-04 00:23:34.9720","2021-02-04 00:32:59.6110",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3638,"Washington St",40.7242941,-74.0354826,44967,"Subscriber",1994,1
783,"2021-02-04 00:25:45.8560","2021-02-04 00:38:49.6540",3187,"Warren St",40.7211236,-74.03805095,3213,"Van Vorst Park",40.71848892,-74.047726625,44785,"Subscriber",1958,1
1009,"2021-02-04 00:31:44.9070","2021-02-04 00:48:34.5280",3214,"Essex Light Rail",40.7127742,-74.0364857,3192,"Liberty Light Rail",40.7112423,-74.0557013,42419,"Subscriber",1980,1
668,"2021-02-04 00:32:28.4370","2021-02-04 00:43:36.9020",3202,"Newport PATH",40.7272235,-74.0337589,3206,"Hilltop",40.7311689,-74.0575736,45822,"Subscriber",1990,1
172,"2021-02-04 00:42:14.8160","2021-02-04 00:45:07.0950",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3639,"Harborside",40.7192517,-74.034234,46929,"Subscriber",1991,2
488,"2021-02-04 00:42:15.1900","2021-02-04 00:50:23.3950",3213,"Van Vorst Park",40.71848892,-74.047726625,3638,"Washington St",40.7242941,-74.0354826,31503,"Subscriber",1986,1
3122,"2021-02-04 01:16:21.7000","2021-02-04 02:08:23.9190",3277,"Communipaw & Berry Lane",40.71435836870427,-74.06661093235016,3277,"Communipaw & Berry Lane",40.71435836870427,-74.06661093235016,45014,"Subscriber",1971,1
150,"2021-02-04 01:22:19.0000","2021-02-04 01:24:49.3590",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,33961,"Subscriber",1989,2
555,"2021-02-04 01:44:36.7750","2021-02-04 01:53:51.7850",3202,"Newport PATH",40.7272235,-74.0337589,3185,"City Hall",40.7177325,-74.043845,45683,"Subscriber",1986,1
1332,"2021-02-04 01:46:21.1160","2021-02-04 02:08:33.3950",3199,"Newport Pkwy",40.7287448,-74.0321082,3199,"Newport Pkwy",40.7287448,-74.0321082,48753,"Customer",1970,0
731,"2021-02-04 02:10:00.8690","2021-02-04 02:22:11.9710",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,30360,"Subscriber",1977,1
1503,"2021-02-04 02:55:08.6820","2021-02-04 03:20:11.7110",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3194,"McGinley Square",40.7253399253558,-74.06762212514877,30360,"Subscriber",1977,1
420,"2021-02-04 04:11:28.3690","2021-02-04 04:18:28.7260",3791,"Hoboken Ave at Monmouth St",40.73520838045357,-74.04696375131607,3212,"Christ Hospital",40.734785818,-74.050443636,42316,"Subscriber",1993,1
782,"2021-02-04 11:08:20.2200","2021-02-04 11:21:22.4210",3679,"Bergen Ave",40.722103786686034,-74.07145500183105,3195,"Sip Ave",40.73089709786179,-74.06391263008118,48857,"Subscriber",1996,1
581,"2021-02-04 11:43:03.6950","2021-02-04 11:52:45.4900",3199,"Newport Pkwy",40.7287448,-74.0321082,3187,"Warren St",40.7211236,-74.03805095,48753,"Subscriber",1985,2
491,"2021-02-04 11:43:21.8850","2021-02-04 11:51:33.5820",3211,"Newark Ave",40.72152515,-74.046304543,3638,"Washington St",40.7242941,-74.0354826,39839,"Subscriber",1988,2
4917,"2021-02-04 11:57:17.2740","2021-02-04 13:19:15.2570",3210,"Pershing Field",40.742677141,-74.051788633,3207,"Oakland Ave",40.7376037,-74.0524783,42363,"Subscriber",1987,1
755,"2021-02-04 12:28:46.7370","2021-02-04 12:41:22.4820",3209,"Brunswick St",40.7241765,-74.0506564,3639,"Harborside",40.7192517,-74.034234,45261,"Subscriber",1988,2
412,"2021-02-04 12:53:04.7880","2021-02-04 12:59:56.9960",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3638,"Washington St",40.7242941,-74.0354826,28364,"Subscriber",1989,1
705,"2021-02-04 12:56:32.1570","2021-02-04 13:08:17.3330",3639,"Harborside",40.7192517,-74.034234,3209,"Brunswick St",40.7241765,-74.0506564,45261,"Subscriber",1988,2
731,"2021-02-04 13:19:51.7830","2021-02-04 13:32:02.9060",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3202,"Newport PATH",40.7272235,-74.0337589,44723,"Customer",1970,0
532,"2021-02-04 13:23:47.9890","2021-02-04 13:32:40.6830",3187,"Warren St",40.7211236,-74.03805095,3199,"Newport Pkwy",40.7287448,-74.0321082,42120,"Subscriber",1985,2
409,"2021-02-04 13:41:24.8790","2021-02-04 13:48:14.0600",3203,"Hamilton Park",40.727595966,-74.044247311,3185,"City Hall",40.7177325,-74.043845,38906,"Subscriber",1982,1
462,"2021-02-04 13:46:22.5050","2021-02-04 13:54:05.4830",3206,"Hilltop",40.7311689,-74.0575736,3202,"Newport PATH",40.7272235,-74.0337589,45822,"Subscriber",1990,1
966,"2021-02-04 13:52:54.4400","2021-02-04 14:09:01.1100",3681,"Grand St",40.71517767732029,-74.03768330812454,3202,"Newport PATH",40.7272235,-74.0337589,44683,"Subscriber",1996,1
333,"2021-02-04 14:16:37.2740","2021-02-04 14:22:11.1830",3638,"Washington St",40.7242941,-74.0354826,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,28364,"Subscriber",1989,1
743,"2021-02-04 15:12:35.7080","2021-02-04 15:24:59.2750",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,48857,"Subscriber",1994,2
1078,"2021-02-04 15:25:06.0920","2021-02-04 15:43:05.0040",3203,"Hamilton Park",40.727595966,-74.044247311,3203,"Hamilton Park",40.727595966,-74.044247311,46527,"Subscriber",1989,1
543,"2021-02-04 15:33:19.9550","2021-02-04 15:42:23.8860",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3185,"City Hall",40.7177325,-74.043845,32526,"Subscriber",1987,1
467,"2021-02-04 16:05:09.3640","2021-02-04 16:12:57.0330",3481,"York St",40.71649,-74.04105,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,47257,"Subscriber",1969,1
261,"2021-02-04 16:29:53.9020","2021-02-04 16:34:15.1990",3211,"Newark Ave",40.72152515,-74.046304543,3185,"City Hall",40.7177325,-74.043845,33149,"Subscriber",1952,1
1550,"2021-02-04 16:30:47.0460","2021-02-04 16:56:37.3130",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3638,"Washington St",40.7242941,-74.0354826,30360,"Subscriber",1985,2
731,"2021-02-04 16:43:06.9840","2021-02-04 16:55:18.8910",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,44452,"Subscriber",1975,1
62,"2021-02-04 16:46:39.1780","2021-02-04 16:47:42.0110",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,44555,"Subscriber",1986,1
306,"2021-02-04 17:22:15.9630","2021-02-04 17:27:22.6100",3639,"Harborside",40.7192517,-74.034234,3639,"Harborside",40.7192517,-74.034234,46929,"Customer",1970,0
2643,"2021-02-04 17:26:14.1750","2021-02-04 18:10:17.3910",3210,"Pershing Field",40.742677141,-74.051788633,3210,"Pershing Field",40.742677141,-74.051788633,42704,"Customer",1970,0
103,"2021-02-04 17:56:24.8370","2021-02-04 17:58:07.9960",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3213,"Van Vorst Park",40.71848892,-74.047726625,44452,"Subscriber",1992,1
904,"2021-02-04 18:02:12.3200","2021-02-04 18:17:16.9370",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3203,"Hamilton Park",40.727595966,-74.044247311,44774,"Customer",1970,0
840,"2021-02-04 18:28:20.0250","2021-02-04 18:42:20.2930",3209,"Brunswick St",40.7241765,-74.0506564,3210,"Pershing Field",40.742677141,-74.051788633,45261,"Subscriber",1962,1
139,"2021-02-04 18:33:35.9230","2021-02-04 18:35:55.1140",3639,"Harborside",40.7192517,-74.034234,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,46929,"Subscriber",1949,1
671,"2021-02-04 18:58:37.0700","2021-02-04 19:09:48.5290",3203,"Hamilton Park",40.727595966,-74.044247311,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31794,"Customer",1970,0
2256,"2021-02-04 19:04:11.4080","2021-02-04 19:41:47.9550",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,40168,"Customer",1996,1
2249,"2021-02-04 19:06:58.8490","2021-02-04 19:44:27.9360",3192,"Liberty Light Rail",40.7112423,-74.0557013,3268,"Lafayette Park",40.71346382669195,-74.06285852193832,42585,"Subscriber",1980,1
422,"2021-02-04 19:07:14.2520","2021-02-04 19:14:16.2940",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,40549,"Subscriber",1991,1
578,"2021-02-04 19:07:41.6780","2021-02-04 19:17:20.4080",3638,"Washington St",40.7242941,-74.0354826,3681,"Grand St",40.71517767732029,-74.03768330812454,30360,"Subscriber",1995,1
369,"2021-02-04 19:13:21.8260","2021-02-04 19:19:31.3820",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3267,"Morris Canal",40.7124188237569,-74.03852552175522,42492,"Subscriber",1969,1
576,"2021-02-04 19:19:06.4900","2021-02-04 19:28:43.3720",3202,"Newport PATH",40.7272235,-74.0337589,3639,"Harborside",40.7192517,-74.034234,44723,"Subscriber",1993,2
1808,"2021-02-04 19:28:43.2860","2021-02-04 19:58:52.2680",3280,"Astor Place",40.71928220070702,-74.07126188278198,3202,"Newport PATH",40.7272235,-74.0337589,33961,"Customer",1970,0
1309,"2021-02-04 19:29:50.4410","2021-02-04 19:51:40.4030",3268,"Lafayette Park",40.71346382669195,-74.06285852193832,3211,"Newark Ave",40.72152515,-74.046304543,44911,"Subscriber",1989,2
303,"2021-02-04 19:52:48.8220","2021-02-04 19:57:51.9600",3481,"York St",40.71649,-74.04105,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,42112,"Subscriber",1985,1
640,"2021-02-04 20:03:14.8250","2021-02-04 20:13:55.3750",3202,"Newport PATH",40.7272235,-74.0337589,3791,"Hoboken Ave at Monmouth St",40.73520838045357,-74.04696375131607,33961,"Customer",1990,1
1074,"2021-02-04 20:05:14.8860","2021-02-04 20:23:09.2190",3280,"Astor Place",40.71928220070702,-74.07126188278198,3213,"Van Vorst Park",40.71848892,-74.047726625,41618,"Customer",1970,0
93,"2021-02-04 20:17:34.6220","2021-02-04 20:19:08.3400",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,42526,"Subscriber",1992,2
1685,"2021-02-04 20:39:24.2160","2021-02-04 21:07:29.9320",3202,"Newport PATH",40.7272235,-74.0337589,3202,"Newport PATH",40.7272235,-74.0337589,42525,"Customer",1977,1
925,"2021-02-04 20:44:18.0230","2021-02-04 20:59:43.6070",3210,"Pershing Field",40.742677141,-74.051788633,3209,"Brunswick St",40.7241765,-74.0506564,45261,"Subscriber",1962,1
182,"2021-02-04 20:45:54.1910","2021-02-04 20:48:56.8450",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3639,"Harborside",40.7192517,-74.034234,27705,"Subscriber",1949,1
1288,"2021-02-04 21:05:48.4450","2021-02-04 21:27:16.7240",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3267,"Morris Canal",40.7124188237569,-74.03852552175522,45656,"Customer",1970,0
456,"2021-02-04 21:42:22.1990","2021-02-04 21:49:58.6040",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3638,"Washington St",40.7242941,-74.0354826,45967,"Subscriber",1988,1
720,"2021-02-04 21:48:14.8320","2021-02-04 22:00:15.0880",3185,"City Hall",40.7177325,-74.043845,3192,"Liberty Light Rail",40.7112423,-74.0557013,38906,"Subscriber",1967,1
432,"2021-02-04 21:54:53.9820","2021-02-04 22:02:06.4650",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3195,"Sip Ave",40.73089709786179,-74.06391263008118,49081,"Subscriber",1995,1
2002,"2021-02-04 21:55:14.6740","2021-02-04 22:28:37.1490",3187,"Warren St",40.7211236,-74.03805095,3187,"Warren St",40.7211236,-74.03805095,48753,"Customer",1970,0
4657,"2021-02-04 22:01:35.1520","2021-02-04 23:19:12.8160",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,38906,"Subscriber",1967,1
947,"2021-02-04 22:02:03.7780","2021-02-04 22:17:51.7270",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3211,"Newark Ave",40.72152515,-74.046304543,31060,"Subscriber",1952,1
796,"2021-02-04 22:09:21.7800","2021-02-04 22:22:38.5470",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3639,"Harborside",40.7192517,-74.034234,44664,"Subscriber",1993,1
743,"2021-02-04 22:20:19.9690","2021-02-04 22:32:43.9000",3192,"Liberty Light Rail",40.7112423,-74.0557013,3185,"City Hall",40.7177325,-74.043845,42371,"Customer",1970,0
980,"2021-02-04 22:28:32.8930","2021-02-04 22:44:53.2820",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,42153,"Subscriber",1981,1
616,"2021-02-04 22:33:14.4680","2021-02-04 22:43:30.9850",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3211,"Newark Ave",40.72152515,-74.046304543,45656,"Subscriber",1960,1
524,"2021-02-04 22:40:38.5060","2021-02-04 22:49:22.8670",3638,"Washington St",40.7242941,-74.0354826,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,45967,"Subscriber",1988,1
659,"2021-02-04 22:41:31.7980","2021-02-04 22:52:31.5100",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3199,"Newport Pkwy",40.7287448,-74.0321082,46079,"Subscriber",1987,1
1339,"2021-02-04 22:45:56.2440","2021-02-04 23:08:15.5370",3681,"Grand St",40.71517767732029,-74.03768330812454,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,44380,"Subscriber",1990,1
1616,"2021-02-04 22:52:27.2200","2021-02-04 23:19:24.0610",3199,"Newport Pkwy",40.7287448,-74.0321082,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,43352,"Subscriber",1980,1
1650,"2021-02-04 22:54:12.6520","2021-02-04 23:21:42.8690",3187,"Warren St",40.7211236,-74.03805095,3638,"Washington St",40.7242941,-74.0354826,42574,"Customer",1970,0
2059,"2021-02-04 22:54:17.4530","2021-02-04 23:28:37.4280",3187,"Warren St",40.7211236,-74.03805095,3187,"Warren St",40.7211236,-74.03805095,42117,"Customer",1970,0
1656,"2021-02-04 22:54:42.9490","2021-02-04 23:22:19.8820",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3187,"Warren St",40.7211236,-74.03805095,49081,"Subscriber",1995,1
565,"2021-02-04 23:00:17.3980","2021-02-04 23:09:42.7660",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3267,"Morris Canal",40.7124188237569,-74.03852552175522,42153,"Subscriber",1960,1
1535,"2021-02-04 23:02:47.9310","2021-02-04 23:28:23.7180",3639,"Harborside",40.7192517,-74.034234,3639,"Harborside",40.7192517,-74.034234,44723,"Customer",1970,0
843,"2021-02-04 23:07:36.5390","2021-02-04 23:21:40.0780",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3187,"Warren St",40.7211236,-74.03805095,31794,"Subscriber",1986,1
981,"2021-02-04 23:09:54.3980","2021-02-04 23:26:15.6060",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3268,"Lafayette Park",40.71346382669195,-74.06285852193832,44747,"Subscriber",1989,1
1534,"2021-02-04 23:16:43.4500","2021-02-04 23:42:18.3880",3187,"Warren St",40.7211236,-74.03805095,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,47255,"Subscriber",1979,1
566,"2021-02-04 23:21:45.3130","2021-02-04 23:31:11.9340",3192,"Liberty Light Rail",40.7112423,-74.0557013,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,38906,"Subscriber",1967,1
970,"2021-02-04 23:23:25.8130","2021-02-04 23:39:36.6420",3192,"Liberty Light Rail",40.7112423,-74.0557013,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42526,"Customer",1970,0
372,"2021-02-04 23:41:05.4010","2021-02-04 23:47:17.9980",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,38906,"Subscriber",1967,1
628,"2021-02-05 00:12:19.0490","2021-02-05 00:22:47.5020",3638,"Washington St",40.7242941,-74.0354826,3791,"Hoboken Ave at Monmouth St",40.73520838045357,-74.04696375131607,42890,"Customer",1970,0
378,"2021-02-05 00:25:06.8680","2021-02-05 00:31:24.9830",3187,"Warren St",40.7211236,-74.03805095,3202,"Newport PATH",40.7272235,-74.0337589,42157,"Subscriber",1987,1
326,"2021-02-05 00:25:56.3930","2021-02-05 00:31:23.0750",3185,"City Hall",40.7177325,-74.043845,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,42371,"Subscriber",1967,1
829,"2021-02-05 00:30:21.7920","2021-02-05 00:44:10.8330",3199,"Newport Pkwy",40.7287448,-74.0321082,3211,"Newark Ave",40.72152515,-74.046304543,46079,"Subscriber",1987,1
1129,"2021-02-05 00:38:30.8160","2021-02-05 00:57:19.9440",3203,"Hamilton Park",40.727595966,-74.044247311,3681,"Grand St",40.71517767732029,-74.03768330812454,43206,"Subscriber",1990,1
697,"2021-02-05 00:42:57.4370","2021-02-05 00:54:34.4430",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3267,"Morris Canal",40.7124188237569,-74.03852552175522,38906,"Subscriber",1986,1
1921,"2021-02-05 00:46:11.9770","2021-02-05 01:18:13.0920",3213,"Van Vorst Park",40.71848892,-74.047726625,3213,"Van Vorst Park",40.71848892,-74.047726625,44785,"Subscriber",1971,1
408,"2021-02-05 00:47:39.1590","2021-02-05 00:54:27.7820",3638,"Washington St",40.7242941,-74.0354826,3681,"Grand St",40.71517767732029,-74.03768330812454,44358,"Subscriber",1996,1
518,"2021-02-05 00:53:37.3350","2021-02-05 01:02:15.6960",3203,"Hamilton Park",40.727595966,-74.044247311,3209,"Brunswick St",40.7241765,-74.0506564,46527,"Subscriber",1970,1
432,"2021-02-05 01:00:37.2170","2021-02-05 01:07:49.4000",3187,"Warren St",40.7211236,-74.03805095,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,42117,"Subscriber",1993,1
1022,"2021-02-05 01:06:53.3800","2021-02-05 01:23:56.1450",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,43352,"Customer",1970,0
960,"2021-02-05 01:21:58.8410","2021-02-05 01:37:58.8970",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3194,"McGinley Square",40.7253399253558,-74.06762212514877,42526,"Subscriber",1985,2
707,"2021-02-05 01:32:20.8530","2021-02-05 01:44:08.5780",3268,"Lafayette Park",40.71346382669195,-74.06285852193832,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42585,"Subscriber",1994,1
