"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
1470,"2021-01-01 02:12:44.6930","2021-01-01 02:37:15.2290",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3199,"Newport Pkwy",40.7287448,-74.0321082,46340,"Customer",1969,0
1482,"2021-01-01 02:12:46.2740","2021-01-01 02:37:28.9770",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3199,"Newport Pkwy",40.7287448,-74.0321082,44394,"Customer",1969,0
568,"2021-01-01 02:21:06.1000","2021-01-01 02:30:34.4550",3199,"Newport Pkwy",40.7287448,-74.0321082,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,42614,"Subscriber",1993,2
521,"2021-01-01 02:25:24.8360","2021-01-01 02:34:05.9580",3209,"Brunswick St",40.7241765,-74.0506564,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,42494,"Subscriber",1990,1
582,"2021-01-01 02:33:23.2790","2021-01-01 02:43:05.5520",3185,"City Hall",40.7177325,-74.043845,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,47252,"Subscriber",1981,1
730,"2021-01-01 02:34:03.7660","2021-01-01 02:46:14.3090",3185,"City Hall",40.7177325,-74.043845,3268,"Lafayette Park",40.71346382669195,-74.06285852193832,35139,"Subscriber",1986,2
81,"2021-01-01 02:39:34.4610","2021-01-01 02:40:56.2290",3193,"Lincoln Park",40.7246050998869,-74.07840594649315,3193,"Lincoln Park",40.7246050998869,-74.07840594649315,43563,"Customer",1969,0
2793,"2021-01-01 03:10:49.0690","2021-01-01 03:57:22.1680",3638,"Washington St",40.7242941,-74.0354826,3198,"Heights Elevator",40.748715945380226,-74.04044330120087,19209,"Customer",1969,0
432,"2021-01-01 03:28:57.9710","2021-01-01 03:36:10.5730",3209,"Brunswick St",40.7241765,-74.0506564,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,32575,"Subscriber",1981,1
660,"2021-01-01 03:41:32.9070","2021-01-01 03:52:33.8480",3203,"Hamilton Park",40.727595966,-74.044247311,3638,"Washington St",40.7242941,-74.0354826,48740,"Subscriber",2000,1
1480,"2021-01-01 04:41:32.2040","2021-01-01 05:06:12.6470",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,39421,"Customer",1997,1
700,"2021-01-01 06:18:05.7210","2021-01-01 06:29:46.2280",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3206,"Hilltop",40.7311689,-74.0575736,42037,"Customer",1969,0
691,"2021-01-01 06:27:18.9660","2021-01-01 06:38:50.6780",3207,"Oakland Ave",40.7376037,-74.0524783,3199,"Newport Pkwy",40.7287448,-74.0321082,43572,"Subscriber",1991,1
760,"2021-01-01 06:43:06.8210","2021-01-01 06:55:47.4820",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,38906,"Customer",1969,0
967,"2021-01-01 06:47:51.4810","2021-01-01 07:03:58.8870",3679,"Bergen Ave",40.722103786686034,-74.07145500183105,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,47255,"Subscriber",2001,1
286,"2021-01-01 06:54:46.7420","2021-01-01 06:59:32.9050",3207,"Oakland Ave",40.7376037,-74.0524783,3791,"Hoboken Ave at Monmouth St",40.73520838045357,-74.04696375131607,40093,"Subscriber",1982,1
277,"2021-01-01 07:51:09.4780","2021-01-01 07:55:47.2340",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3481,"York St",40.71649,-74.04105,48742,"Subscriber",1985,2
121,"2021-01-01 08:52:17.3710","2021-01-01 08:54:18.6460",3681,"Grand St",40.71517767732029,-74.03768330812454,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,32526,"Subscriber",1962,1
266,"2021-01-01 09:18:10.0490","2021-01-01 09:22:36.3110",3199,"Newport Pkwy",40.7287448,-74.0321082,3187,"Warren St",40.7211236,-74.03805095,33677,"Subscriber",1981,1
131,"2021-01-01 09:18:14.0830","2021-01-01 09:20:25.2580",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,41002,"Subscriber",1994,2
1471,"2021-01-01 09:26:19.7390","2021-01-01 09:50:51.5510",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3206,"Hilltop",40.7311689,-74.0575736,47045,"Subscriber",1989,2
1457,"2021-01-01 09:26:20.0900","2021-01-01 09:50:37.1450",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3206,"Hilltop",40.7311689,-74.0575736,47257,"Customer",1969,0
474,"2021-01-01 09:28:32.5270","2021-01-01 09:36:27.2640",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3268,"Lafayette Park",40.71346382669195,-74.06285852193832,31496,"Subscriber",1975,1
520,"2021-01-01 09:31:53.8360","2021-01-01 09:40:34.1110",3268,"Lafayette Park",40.71346382669195,-74.06285852193832,3185,"City Hall",40.7177325,-74.043845,48857,"Subscriber",1991,1
526,"2021-01-01 09:37:47.0090","2021-01-01 09:46:33.1660",3206,"Hilltop",40.7311689,-74.0575736,3280,"Astor Place",40.71928220070702,-74.07126188278198,45340,"Subscriber",1976,1
622,"2021-01-01 09:40:43.7660","2021-01-01 09:51:05.9800",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3638,"Washington St",40.7242941,-74.0354826,46538,"Customer",1969,0
1361,"2021-01-01 09:53:23.8260","2021-01-01 10:16:04.9040",3210,"Pershing Field",40.742677141,-74.051788633,3681,"Grand St",40.71517767732029,-74.03768330812454,42133,"Customer",1969,0
311,"2021-01-01 09:55:35.0350","2021-01-01 10:00:46.2580",3209,"Brunswick St",40.7241765,-74.0506564,3185,"City Hall",40.7177325,-74.043845,27777,"Subscriber",1988,1
216,"2021-01-01 09:58:17.2360","2021-01-01 10:01:54.0860",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3194,"McGinley Square",40.7253399253558,-74.06762212514877,41002,"Subscriber",1966,1
387,"2021-01-01 09:58:19.5370","2021-01-01 10:04:46.8330",3212,"Christ Hospital",40.734785818,-74.050443636,3640,"Journal Square",40.73367,-74.0625,42251,"Customer",1995,1
515,"2021-01-01 10:03:02.0930","2021-01-01 10:11:37.6020",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,33887,"Subscriber",1966,1
449,"2021-01-01 10:11:16.9940","2021-01-01 10:18:46.6600",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3638,"Washington St",40.7242941,-74.0354826,43928,"Subscriber",1990,1
3097,"2021-01-01 10:16:34.1850","2021-01-01 11:08:11.6310",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,44236,"Subscriber",1978,1
707,"2021-01-01 10:18:55.9130","2021-01-01 10:30:43.8490",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,42112,"Subscriber",1982,2
855,"2021-01-01 10:19:38.0730","2021-01-01 10:33:53.6420",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,29727,"Subscriber",1968,1
222,"2021-01-01 10:24:36.6460","2021-01-01 10:28:18.6970",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,40954,"Subscriber",1986,1
354,"2021-01-01 10:32:33.6780","2021-01-01 10:38:28.1720",3187,"Warren St",40.7211236,-74.03805095,3267,"Morris Canal",40.7124188237569,-74.03852552175522,33677,"Subscriber",1985,2
308,"2021-01-01 10:34:27.8000","2021-01-01 10:39:36.2870",3212,"Christ Hospital",40.734785818,-74.050443636,3210,"Pershing Field",40.742677141,-74.051788633,40885,"Subscriber",1988,1
307,"2021-01-01 10:34:30.3090","2021-01-01 10:39:37.4130",3187,"Warren St",40.7211236,-74.03805095,3199,"Newport Pkwy",40.7287448,-74.0321082,46326,"Subscriber",1981,1
410,"2021-01-01 10:39:15.0620","2021-01-01 10:46:05.2330",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,42343,"Subscriber",1988,1
589,"2021-01-01 10:52:27.3490","2021-01-01 11:02:17.3280",3281,"Leonard Gordon Park",40.74590996631558,-74.0572714805603,3195,"Sip Ave",40.73089709786179,-74.06391263008118,42342,"Customer",1969,0
291,"2021-01-01 10:53:14.0970","2021-01-01 10:58:05.6200",3210,"Pershing Field",40.742677141,-74.051788633,3212,"Christ Hospital",40.734785818,-74.050443636,44920,"Subscriber",1988,1
226,"2021-01-01 11:00:06.4040","2021-01-01 11:03:53.2520",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73089709786179,-74.06391263008118,41002,"Subscriber",1967,1
597,"2021-01-01 11:01:07.3940","2021-01-01 11:11:05.1770",3192,"Liberty Light Rail",40.7112423,-74.0557013,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,46537,"Subscriber",1961,1
492,"2021-01-01 11:03:48.5550","2021-01-01 11:12:00.9900",3193,"Lincoln Park",40.7246050998869,-74.07840594649315,3280,"Astor Place",40.71928220070702,-74.07126188278198,44685,"Subscriber",1960,1
6936,"2021-01-01 11:11:01.0540","2021-01-01 13:06:37.5900",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,42219,"Subscriber",1975,2
366,"2021-01-01 11:13:26.8110","2021-01-01 11:19:33.3210",3187,"Warren St",40.7211236,-74.03805095,3199,"Newport Pkwy",40.7287448,-74.0321082,47029,"Subscriber",1975,1
3196,"2021-01-01 11:21:12.6740","2021-01-01 12:14:29.0380",3199,"Newport Pkwy",40.7287448,-74.0321082,3199,"Newport Pkwy",40.7287448,-74.0321082,42591,"Customer",1990,2
594,"2021-01-01 11:24:54.1750","2021-01-01 11:34:49.0470",3199,"Newport Pkwy",40.7287448,-74.0321082,3203,"Hamilton Park",40.727595966,-74.044247311,33630,"Subscriber",1976,1
2788,"2021-01-01 11:28:19.8830","2021-01-01 12:14:48.2510",3199,"Newport Pkwy",40.7287448,-74.0321082,3199,"Newport Pkwy",40.7287448,-74.0321082,42316,"Customer",1986,1
3158,"2021-01-01 11:30:48.4770","2021-01-01 12:23:26.5470",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3184,"Paulus Hook",40.7141454,-74.0335519,46141,"Subscriber",1988,2
76,"2021-01-01 11:34:33.9350","2021-01-01 11:35:50.6250",3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,33887,"Subscriber",2002,1
1483,"2021-01-01 11:38:03.1670","2021-01-01 12:02:46.9970",3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,3191,"Union St",40.7182113,-74.0836394,33887,"Subscriber",2002,1
634,"2021-01-01 11:41:22.3000","2021-01-01 11:51:57.1530",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3267,"Morris Canal",40.7124188237569,-74.03852552175522,44737,"Subscriber",1985,2
740,"2021-01-01 11:45:34.0090","2021-01-01 11:57:54.9880",3185,"City Hall",40.7177325,-74.043845,3184,"Paulus Hook",40.7141454,-74.0335519,48857,"Subscriber",1962,1
434,"2021-01-01 11:50:29.9140","2021-01-01 11:57:44.8410",3199,"Newport Pkwy",40.7287448,-74.0321082,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,47029,"Subscriber",1994,1
492,"2021-01-01 11:53:27.2470","2021-01-01 12:01:39.9300",3638,"Washington St",40.7242941,-74.0354826,3267,"Morris Canal",40.7124188237569,-74.03852552175522,44401,"Subscriber",1969,2
1271,"2021-01-01 11:55:44.5650","2021-01-01 12:16:56.4000",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,30303,"Customer",1969,0
319,"2021-01-01 11:58:27.1190","2021-01-01 12:03:46.5170",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,41002,"Subscriber",1967,1
522,"2021-01-01 11:58:56.7220","2021-01-01 12:07:39.1840",3203,"Hamilton Park",40.727595966,-74.044247311,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,38641,"Customer",1986,1
1143,"2021-01-01 12:00:01.8210","2021-01-01 12:19:05.7550",3184,"Paulus Hook",40.7141454,-74.0335519,3638,"Washington St",40.7242941,-74.0354826,48857,"Subscriber",1962,1
979,"2021-01-01 12:03:45.1290","2021-01-01 12:20:05.1130",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3639,"Harborside",40.7192517,-74.034234,41992,"Customer",1969,0
412,"2021-01-01 12:05:34.8870","2021-01-01 12:12:27.4030",3191,"Union St",40.7182113,-74.0836394,3191,"Union St",40.7182113,-74.0836394,38139,"Subscriber",2002,1
682,"2021-01-01 12:09:33.3900","2021-01-01 12:20:55.6990",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3281,"Leonard Gordon Park",40.74590996631558,-74.0572714805603,42342,"Customer",1969,0
809,"2021-01-01 12:11:25.6550","2021-01-01 12:24:55.2210",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3193,"Lincoln Park",40.7246050998869,-74.07840594649315,39421,"Customer",1979,1
755,"2021-01-01 12:15:19.4990","2021-01-01 12:27:54.9620",3281,"Leonard Gordon Park",40.74590996631558,-74.0572714805603,3195,"Sip Ave",40.73089709786179,-74.06391263008118,45352,"Customer",1993,1
1367,"2021-01-01 12:18:46.0270","2021-01-01 12:41:33.6220",3191,"Union St",40.7182113,-74.0836394,3206,"Hilltop",40.7311689,-74.0575736,33887,"Subscriber",2002,1
1025,"2021-01-01 12:20:09.2330","2021-01-01 12:37:15.0650",3638,"Washington St",40.7242941,-74.0354826,3199,"Newport Pkwy",40.7287448,-74.0321082,42838,"Subscriber",1962,1
6773,"2021-01-01 12:23:21.1060","2021-01-01 14:16:14.2680",3639,"Harborside",40.7192517,-74.034234,4069,"Cabrini Blvd & W 177 St",40.848282,-73.941343,29718,"Customer",1969,0
1196,"2021-01-01 12:28:37.0030","2021-01-01 12:48:33.5430",3199,"Newport Pkwy",40.7287448,-74.0321082,3199,"Newport Pkwy",40.7287448,-74.0321082,40440,"Subscriber",1996,1
1310,"2021-01-01 12:39:52.9240","2021-01-01 13:01:43.0540",3199,"Newport Pkwy",40.7287448,-74.0321082,3638,"Washington St",40.7242941,-74.0354826,42838,"Subscriber",1962,1
3419,"2021-01-01 12:43:15.8760","2021-01-01 13:40:15.4760",3206,"Hilltop",40.7311689,-74.0575736,3791,"Hoboken Ave at Monmouth St",40.73520838045357,-74.04696375131607,47257,"Subscriber",2002,1
725,"2021-01-01 12:51:51.3900","2021-01-01 13:03:56.4750",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3187,"Warren St",40.7211236,-74.03805095,30303,"Customer",1969,0
331,"2021-01-01 12:57:47.5460","2021-01-01 13:03:19.1820",3679,"Bergen Ave",40.722103786686034,-74.07145500183105,3195,"Sip Ave",40.73089709786179,-74.06391263008118,41696,"Subscriber",1990,2
248,"2021-01-01 12:59:56.4060","2021-01-01 13:04:04.5310",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3638,"Washington St",40.7242941,-74.0354826,44968,"Subscriber",1993,1
397,"2021-01-01 13:02:05.0480","2021-01-01 13:08:42.9110",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3267,"Morris Canal",40.7124188237569,-74.03852552175522,42343,"Subscriber",1988,1
540,"2021-01-01 13:02:42.8470","2021-01-01 13:11:43.0630",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3199,"Newport Pkwy",40.7287448,-74.0321082,46926,"Subscriber",1991,1
7211,"2021-01-01 13:04:18.0400","2021-01-01 15:04:29.0900",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,46539,"Customer",1969,0
7210,"2021-01-01 13:04:32.3550","2021-01-01 15:04:42.4130",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,44452,"Customer",1969,0
7181,"2021-01-01 13:04:43.9400","2021-01-01 15:04:25.3960",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,40709,"Customer",1969,0
203,"2021-01-01 13:05:49.8280","2021-01-01 13:09:13.1580",3211,"Newark Ave",40.72152515,-74.046304543,3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,38392,"Subscriber",1986,1
419,"2021-01-01 13:06:05.6420","2021-01-01 13:13:04.9620",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73089709786179,-74.06391263008118,32095,"Subscriber",1987,1
341,"2021-01-01 13:06:35.6510","2021-01-01 13:12:16.8940",3638,"Washington St",40.7242941,-74.0354826,3203,"Hamilton Park",40.727595966,-74.044247311,39442,"Subscriber",1998,1
1343,"2021-01-01 13:07:47.5460","2021-01-01 13:30:10.8580",3638,"Washington St",40.7242941,-74.0354826,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42838,"Subscriber",1962,1
332,"2021-01-01 13:13:32.5680","2021-01-01 13:19:05.4730",3202,"Newport PATH",40.7272235,-74.0337589,3681,"Grand St",40.71517767732029,-74.03768330812454,40756,"Subscriber",1962,1
1815,"2021-01-01 13:14:32.8080","2021-01-01 13:44:48.6130",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3191,"Union St",40.7182113,-74.0836394,47252,"Subscriber",1978,1
479,"2021-01-01 13:15:26.4390","2021-01-01 13:23:25.4950",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3280,"Astor Place",40.71928220070702,-74.07126188278198,45352,"Subscriber",1959,1
264,"2021-01-01 13:20:37.9000","2021-01-01 13:25:02.5190",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3209,"Brunswick St",40.7241765,-74.0506564,47054,"Subscriber",1980,1
321,"2021-01-01 13:22:56.6840","2021-01-01 13:28:18.4590",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3638,"Washington St",40.7242941,-74.0354826,42157,"Subscriber",1960,1
685,"2021-01-01 13:23:49.1320","2021-01-01 13:35:14.8090",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3193,"Lincoln Park",40.7246050998869,-74.07840594649315,41696,"Subscriber",1996,1
557,"2021-01-01 13:23:54.5880","2021-01-01 13:33:11.8540",3280,"Astor Place",40.71928220070702,-74.07126188278198,3195,"Sip Ave",40.73089709786179,-74.06391263008118,45352,"Subscriber",1997,2
1491,"2021-01-01 13:24:32.4160","2021-01-01 13:49:23.4270",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3199,"Newport Pkwy",40.7287448,-74.0321082,45274,"Subscriber",1994,2
1467,"2021-01-01 13:24:43.2540","2021-01-01 13:49:10.9910",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3199,"Newport Pkwy",40.7287448,-74.0321082,43361,"Subscriber",1991,1
3167,"2021-01-01 13:26:43.4280","2021-01-01 14:19:30.8380",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3791,"Hoboken Ave at Monmouth St",40.73520838045357,-74.04696375131607,32575,"Customer",1989,2
3137,"2021-01-01 13:27:09.6890","2021-01-01 14:19:27.2520",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3791,"Hoboken Ave at Monmouth St",40.73520838045357,-74.04696375131607,38906,"Customer",1984,0
330,"2021-01-01 13:27:34.6990","2021-01-01 13:33:04.8060",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3194,"McGinley Square",40.7253399253558,-74.06762212514877,32095,"Subscriber",1987,1
1786,"2021-01-01 13:34:11.8950","2021-01-01 14:03:58.6010",3481,"York St",40.71649,-74.04105,3203,"Hamilton Park",40.727595966,-74.044247311,43235,"Subscriber",1954,2
433,"2021-01-01 13:42:23.0390","2021-01-01 13:49:36.7880",3192,"Liberty Light Rail",40.7112423,-74.0557013,3213,"Van Vorst Park",40.71848892,-74.047726625,44316,"Subscriber",1981,1
1334,"2021-01-01 13:45:00.7800","2021-01-01 14:07:14.9180",3187,"Warren St",40.7211236,-74.03805095,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,44744,"Subscriber",1979,1
2384,"2021-01-01 13:47:16.1310","2021-01-01 14:27:00.5030",3791,"Hoboken Ave at Monmouth St",40.73520838045357,-74.04696375131607,3199,"Newport Pkwy",40.7287448,-74.0321082,47257,"Subscriber",2002,1
524,"2021-01-01 13:49:02.8840","2021-01-01 13:57:47.1610",3277,"Communipaw & Berry Lane",40.71435836870427,-74.06661093235016,3185,"City Hall",40.7177325,-74.043845,46530,"Subscriber",1984,2
173,"2021-01-01 13:53:57.6450","2021-01-01 13:56:51.3660",3214,"Essex Light Rail",40.7127742,-74.0364857,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,41620,"Subscriber",1974,1
2177,"2021-01-01 13:57:32.6730","2021-01-01 14:33:50.3780",3198,"Heights Elevator",40.748715945380226,-74.04044330120087,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,48924,"Subscriber",1994,1
280,"2021-01-01 13:58:46.9370","2021-01-01 14:03:27.4850",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,46600,"Subscriber",1986,2
678,"2021-01-01 14:01:42.0410","2021-01-01 14:13:00.2330",3791,"Hoboken Ave at Monmouth St",40.73520838045357,-74.04696375131607,3791,"Hoboken Ave at Monmouth St",40.73520838045357,-74.04696375131607,30630,"Subscriber",1988,2
3905,"2021-01-01 14:04:35.0480","2021-01-01 15:09:40.7150",3203,"Hamilton Park",40.727595966,-74.044247311,3481,"York St",40.71649,-74.04105,33630,"Subscriber",1954,2
3100,"2021-01-01 14:05:16.6040","2021-01-01 14:56:57.5930",3199,"Newport Pkwy",40.7287448,-74.0321082,3199,"Newport Pkwy",40.7287448,-74.0321082,42591,"Subscriber",1994,2
1999,"2021-01-01 14:06:43.8850","2021-01-01 14:40:03.2550",3213,"Van Vorst Park",40.71848892,-74.047726625,3213,"Van Vorst Park",40.71848892,-74.047726625,43139,"Customer",1969,0
1996,"2021-01-01 14:06:48.9870","2021-01-01 14:40:05.9320",3213,"Van Vorst Park",40.71848892,-74.047726625,3213,"Van Vorst Park",40.71848892,-74.047726625,44185,"Subscriber",1977,1
3218,"2021-01-01 14:07:38.7200","2021-01-01 15:01:17.4110",3199,"Newport Pkwy",40.7287448,-74.0321082,3202,"Newport PATH",40.7272235,-74.0337589,46326,"Subscriber",1991,1
171,"2021-01-01 14:09:34.6990","2021-01-01 14:12:25.9480",3211,"Newark Ave",40.72152515,-74.046304543,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,48913,"Subscriber",1986,1
6135,"2021-01-01 14:12:34.4410","2021-01-01 15:54:49.6090",3187,"Warren St",40.7211236,-74.03805095,3187,"Warren St",40.7211236,-74.03805095,42585,"Customer",1969,0
1568,"2021-01-01 14:17:29.3830","2021-01-01 14:43:38.2510",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,42219,"Subscriber",1975,1
592,"2021-01-01 14:20:39.2200","2021-01-01 14:30:31.2790",3280,"Astor Place",40.71928220070702,-74.07126188278198,3483,"Montgomery St",40.71942,-74.05099,44685,"Subscriber",1960,1
2291,"2021-01-01 14:30:27.0720","2021-01-01 15:08:38.6210",3213,"Van Vorst Park",40.71848892,-74.047726625,3213,"Van Vorst Park",40.71848892,-74.047726625,45656,"Customer",1980,1
1708,"2021-01-01 14:31:15.1460","2021-01-01 14:59:43.4460",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,42455,"Customer",1969,0
208,"2021-01-01 14:33:23.5190","2021-01-01 14:36:51.9140",3203,"Hamilton Park",40.727595966,-74.044247311,3638,"Washington St",40.7242941,-74.0354826,43235,"Subscriber",1998,1
2358,"2021-01-01 14:36:04.8070","2021-01-01 15:15:22.9880",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,48924,"Subscriber",1994,1
1142,"2021-01-01 14:37:00.9250","2021-01-01 14:56:03.7570",3483,"Montgomery St",40.71942,-74.05099,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,46609,"Subscriber",1995,2
