"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
299,"2020-04-01 09:28:21.8970","2020-04-01 09:33:21.7020",3639,"Harborside",40.7192517,-74.034234,3267,"Morris Canal",40.7124188237569,-74.03852552175522,42495,"Subscriber",1962,2
153,"2020-04-01 09:29:46.9120","2020-04-01 09:32:20.7720",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3214,"Essex Light Rail",40.7127742,-74.0364857,42115,"Subscriber",1981,1
631,"2020-04-01 09:39:12.2600","2020-04-01 09:49:43.9200",3213,"Van Vorst Park",40.71848892,-74.047726625,3187,"Warren St",40.7211236,-74.03805095,42373,"Subscriber",1968,1
2281,"2020-04-01 09:39:57.9760","2020-04-01 10:17:59.6310",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,42473,"Subscriber",1971,2
3164,"2020-04-01 10:02:04.6710","2020-04-01 10:54:49.3920",3214,"Essex Light Rail",40.7127742,-74.0364857,3214,"Essex Light Rail",40.7127742,-74.0364857,42292,"Subscriber",1977,1
171,"2020-04-01 10:04:14.9650","2020-04-01 10:07:06.2790",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42229,"Subscriber",1960,1
240,"2020-04-01 10:06:29.6390","2020-04-01 10:10:30.3310",3681,"Grand St",40.71517767732029,-74.03768330812454,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42367,"Subscriber",1987,1
392,"2020-04-01 10:09:31.1760","2020-04-01 10:16:03.3460",3213,"Van Vorst Park",40.71848892,-74.047726625,3213,"Van Vorst Park",40.71848892,-74.047726625,42114,"Subscriber",1976,1
4737,"2020-04-01 10:47:21.9480","2020-04-01 12:06:19.3680",3185,"City Hall",40.7177325,-74.043845,3185,"City Hall",40.7177325,-74.043845,42442,"Subscriber",1953,2
4724,"2020-04-01 10:47:37.0910","2020-04-01 12:06:21.2910",3185,"City Hall",40.7177325,-74.043845,3185,"City Hall",40.7177325,-74.043845,42237,"Subscriber",1956,1
1271,"2020-04-01 10:55:55.9620","2020-04-01 11:17:06.9640",3481,"York St",40.71649,-74.04105,3192,"Liberty Light Rail",40.7112423,-74.0557013,42301,"Customer",1969,0
224,"2020-04-01 10:59:31.4970","2020-04-01 11:03:16.2970",3185,"City Hall",40.7177325,-74.043845,3639,"Harborside",40.7192517,-74.034234,42586,"Subscriber",1985,1
1643,"2020-04-01 11:01:10.6960","2020-04-01 11:28:33.8760",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3267,"Morris Canal",40.7124188237569,-74.03852552175522,34038,"Subscriber",1970,1
424,"2020-04-01 11:07:07.2750","2020-04-01 11:14:11.4650",3679,"Bergen Ave",40.722103786686034,-74.07145500183105,3195,"Sip Ave",40.73089709786179,-74.06391263008118,42543,"Subscriber",1999,1
804,"2020-04-01 11:07:11.5550","2020-04-01 11:20:36.3350",3191,"Union St",40.7182113,-74.0836394,3195,"Sip Ave",40.73089709786179,-74.06391263008118,42145,"Subscriber",1977,1
1004,"2020-04-01 11:07:24.7530","2020-04-01 11:24:09.1900",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,42131,"Subscriber",1995,2
1528,"2020-04-01 11:12:50.9470","2020-04-01 11:38:19.8860",3199,"Newport Pkwy",40.7287448,-74.0321082,3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,42497,"Subscriber",1959,1
412,"2020-04-01 11:17:02.3280","2020-04-01 11:23:54.4300",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3681,"Grand St",40.71517767732029,-74.03768330812454,42367,"Subscriber",1987,1
1353,"2020-04-01 11:20:04.9530","2020-04-01 11:42:38.5200",3192,"Liberty Light Rail",40.7112423,-74.0557013,3481,"York St",40.71649,-74.04105,42301,"Customer",1969,0
737,"2020-04-01 11:30:20.7190","2020-04-01 11:42:38.5210",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3192,"Liberty Light Rail",40.7112423,-74.0557013,42255,"Subscriber",1989,1
2872,"2020-04-01 11:30:42.8790","2020-04-01 12:18:35.2140",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3195,"Sip Ave",40.73089709786179,-74.06391263008118,42159,"Subscriber",1987,1
1349,"2020-04-01 11:37:18.2920","2020-04-01 11:59:48.1680",3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,3199,"Newport Pkwy",40.7287448,-74.0321082,42527,"Customer",1987,2
742,"2020-04-01 11:41:38.9030","2020-04-01 11:54:01.6370",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,42205,"Customer",1969,0
1795,"2020-04-01 11:44:09.9260","2020-04-01 12:14:05.1130",3791,"Hoboken Ave at Monmouth St",40.73520838045357,-74.04696375131607,3791,"Hoboken Ave at Monmouth St",40.73520838045357,-74.04696375131607,42209,"Subscriber",1994,1
352,"2020-04-01 11:48:22.8450","2020-04-01 11:54:15.4770",3639,"Harborside",40.7192517,-74.034234,3267,"Morris Canal",40.7124188237569,-74.03852552175522,42274,"Subscriber",1984,1
1311,"2020-04-01 11:51:58.4880","2020-04-01 12:13:49.9490",3203,"Hamilton Park",40.727595966,-74.044247311,3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,42109,"Subscriber",1994,2
743,"2020-04-01 11:58:26.4440","2020-04-01 12:10:49.8960",3481,"York St",40.71649,-74.04105,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,42117,"Subscriber",1986,1
3922,"2020-04-01 12:07:26.2290","2020-04-01 13:12:48.5610",3268,"Lafayette Park",40.71346382669195,-74.06285852193832,3198,"Heights Elevator",40.748715945380226,-74.04044330120087,42246,"Subscriber",1971,2
775,"2020-04-01 12:14:07.8720","2020-04-01 12:27:03.1330",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3184,"Paulus Hook",40.7141454,-74.0335519,42331,"Subscriber",1977,2
4607,"2020-04-01 12:19:52.7140","2020-04-01 13:36:40.3880",3214,"Essex Light Rail",40.7127742,-74.0364857,3214,"Essex Light Rail",40.7127742,-74.0364857,42349,"Subscriber",1987,2
237,"2020-04-01 12:20:38.7000","2020-04-01 12:24:36.3860",3185,"City Hall",40.7177325,-74.043845,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,42224,"Subscriber",1985,1
304,"2020-04-01 12:29:19.7190","2020-04-01 12:34:23.9140",3639,"Harborside",40.7192517,-74.034234,3211,"Newark Ave",40.72152515,-74.046304543,42213,"Subscriber",1986,1
1767,"2020-04-01 12:35:43.4890","2020-04-01 13:05:10.5220",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,42155,"Subscriber",1978,1
696,"2020-04-01 12:39:03.6970","2020-04-01 12:50:40.1790",3639,"Harborside",40.7192517,-74.034234,3639,"Harborside",40.7192517,-74.034234,42299,"Subscriber",1988,1
433,"2020-04-01 12:40:13.7170","2020-04-01 12:47:27.5610",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,25963,"Subscriber",1989,0
2077,"2020-04-01 12:42:44.4420","2020-04-01 13:17:21.6390",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,42276,"Customer",1969,0
1200,"2020-04-01 12:49:01.1090","2020-04-01 13:09:01.1400",3639,"Harborside",40.7192517,-74.034234,3192,"Liberty Light Rail",40.7112423,-74.0557013,42528,"Subscriber",1970,1
1501,"2020-04-01 12:50:45.0460","2020-04-01 13:15:46.6550",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3681,"Grand St",40.71517767732029,-74.03768330812454,42131,"Subscriber",1962,1
1368,"2020-04-01 12:50:52.1480","2020-04-01 13:13:40.3390",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3195,"Sip Ave",40.73089709786179,-74.06391263008118,42420,"Customer",2002,2
431,"2020-04-01 12:54:32.0700","2020-04-01 13:01:43.7670",3212,"Christ Hospital",40.734785818,-74.050443636,3198,"Heights Elevator",40.748715945380226,-74.04044330120087,42324,"Subscriber",1988,1
548,"2020-04-01 12:54:41.5230","2020-04-01 13:03:50.3870",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3638,"Washington St",40.7242941,-74.0354826,42229,"Subscriber",1989,0
463,"2020-04-01 12:54:43.3200","2020-04-01 13:02:26.9940",3679,"Bergen Ave",40.722103786686034,-74.07145500183105,3195,"Sip Ave",40.73089709786179,-74.06391263008118,42494,"Subscriber",1990,1
165,"2020-04-01 12:58:55.6550","2020-04-01 13:01:41.2470",3481,"York St",40.71649,-74.04105,3213,"Van Vorst Park",40.71848892,-74.047726625,42407,"Subscriber",1979,1
2172,"2020-04-01 13:01:24.9560","2020-04-01 13:37:37.1040",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,42181,"Customer",1982,1
481,"2020-04-01 13:03:54.3240","2020-04-01 13:11:55.9530",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,42303,"Subscriber",1989,1
138,"2020-04-01 13:04:04.9250","2020-04-01 13:06:22.9420",3187,"Warren St",40.7211236,-74.03805095,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,42372,"Subscriber",1983,1
908,"2020-04-01 13:04:14.8110","2020-04-01 13:19:23.6010",3201,"Dey St",40.737711,-74.066921,3279,"Dixon Mills",40.721630142638354,-74.04996782541275,42356,"Subscriber",1995,0
981,"2020-04-01 13:05:00.5140","2020-04-01 13:21:21.5270",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,42117,"Customer",1969,0
2319,"2020-04-01 13:05:04.8560","2020-04-01 13:43:44.2830",3681,"Grand St",40.71517767732029,-74.03768330812454,3199,"Newport Pkwy",40.7287448,-74.0321082,42611,"Subscriber",1961,1
981,"2020-04-01 13:05:09.5660","2020-04-01 13:21:30.5900",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,41685,"Customer",1969,0
1019,"2020-04-01 13:06:48.4190","2020-04-01 13:23:48.3540",3694,"Jackson Square",40.71113,-74.0789,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,42148,"Subscriber",1988,1
1500,"2020-04-01 13:08:49.4120","2020-04-01 13:33:50.2080",3199,"Newport Pkwy",40.7287448,-74.0321082,3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,42527,"Customer",1987,2
2495,"2020-04-01 13:09:36.4440","2020-04-01 13:51:12.3260",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,42528,"Subscriber",1970,1
696,"2020-04-01 13:10:09.8610","2020-04-01 13:21:46.1810",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,42109,"Subscriber",1986,2
5646,"2020-04-01 13:10:32.1300","2020-04-01 14:44:38.3390",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,42568,"Customer",1988,2
1748,"2020-04-01 13:12:42.9470","2020-04-01 13:41:51.3320",3199,"Newport Pkwy",40.7287448,-74.0321082,3199,"Newport Pkwy",40.7287448,-74.0321082,39059,"Subscriber",1993,2
1738,"2020-04-01 13:12:53.9170","2020-04-01 13:41:52.5580",3199,"Newport Pkwy",40.7287448,-74.0321082,3199,"Newport Pkwy",40.7287448,-74.0321082,42191,"Customer",1989,2
5491,"2020-04-01 13:13:30.4700","2020-04-01 14:45:02.4320",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,42199,"Customer",1986,1
553,"2020-04-01 13:13:43.9950","2020-04-01 13:22:57.0220",3187,"Warren St",40.7211236,-74.03805095,3483,"Montgomery St",40.71942,-74.05099,42342,"Subscriber",1994,1
540,"2020-04-01 13:13:50.6530","2020-04-01 13:22:50.7290",3187,"Warren St",40.7211236,-74.03805095,3483,"Montgomery St",40.71942,-74.05099,42373,"Subscriber",1993,1
179,"2020-04-01 13:14:03.2130","2020-04-01 13:17:02.8770",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42370,"Subscriber",1986,1
478,"2020-04-01 13:14:04.7230","2020-04-01 13:22:03.2930",3187,"Warren St",40.7211236,-74.03805095,3483,"Montgomery St",40.71942,-74.05099,42629,"Customer",1969,0
119,"2020-04-01 13:14:30.4720","2020-04-01 13:16:29.8880",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3187,"Warren St",40.7211236,-74.03805095,42372,"Subscriber",1983,1
2689,"2020-04-01 13:14:50.6130","2020-04-01 13:59:40.3400",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3213,"Van Vorst Park",40.71848892,-74.047726625,42581,"Customer",1990,2
2562,"2020-04-01 13:17:10.2210","2020-04-01 13:59:53.1750",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3213,"Van Vorst Park",40.71848892,-74.047726625,42136,"Customer",1969,0
75,"2020-04-01 13:17:27.9410","2020-04-01 13:18:43.2850",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3211,"Newark Ave",40.72152515,-74.046304543,42224,"Subscriber",1985,1
352,"2020-04-01 13:17:42.9570","2020-04-01 13:23:35.8240",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3639,"Harborside",40.7192517,-74.034234,42295,"Subscriber",1981,2
184,"2020-04-01 13:18:43.6600","2020-04-01 13:21:48.5550",3213,"Van Vorst Park",40.71848892,-74.047726625,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,42566,"Subscriber",1968,1
5449,"2020-04-01 13:19:05.4750","2020-04-01 14:49:54.4920",3184,"Paulus Hook",40.7141454,-74.0335519,3184,"Paulus Hook",40.7141454,-74.0335519,42318,"Customer",1999,2
2313,"2020-04-01 13:20:25.5410","2020-04-01 13:58:59.4260",3209,"Brunswick St",40.7241765,-74.0506564,3209,"Brunswick St",40.7241765,-74.0506564,34386,"Subscriber",1993,2
2250,"2020-04-01 13:21:25.2820","2020-04-01 13:58:55.6420",3209,"Brunswick St",40.7241765,-74.0506564,3209,"Brunswick St",40.7241765,-74.0506564,39992,"Customer",1969,0
709,"2020-04-01 13:24:30.6810","2020-04-01 13:36:20.2010",3694,"Jackson Square",40.71113,-74.0789,3195,"Sip Ave",40.73089709786179,-74.06391263008118,42220,"Subscriber",1969,1
466,"2020-04-01 13:26:05.3480","2020-04-01 13:33:51.9450",3209,"Brunswick St",40.7241765,-74.0506564,3639,"Harborside",40.7192517,-74.034234,38358,"Subscriber",1986,1
2897,"2020-04-01 13:27:06.0760","2020-04-01 14:15:23.7850",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,42206,"Customer",1969,0
2437,"2020-04-01 13:27:07.0030","2020-04-01 14:07:44.6460",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,42414,"Customer",1969,0
2624,"2020-04-01 13:30:11.5960","2020-04-01 14:13:56.5600",3203,"Hamilton Park",40.727595966,-74.044247311,3213,"Van Vorst Park",40.71848892,-74.047726625,42352,"Subscriber",1968,1
161,"2020-04-01 13:31:31.7480","2020-04-01 13:34:13.6630",3211,"Newark Ave",40.72152515,-74.046304543,3185,"City Hall",40.7177325,-74.043845,42590,"Subscriber",1985,1
608,"2020-04-01 13:33:37.7300","2020-04-01 13:43:46.6380",3483,"Montgomery St",40.71942,-74.05099,3187,"Warren St",40.7211236,-74.03805095,42259,"Subscriber",1994,1
585,"2020-04-01 13:33:44.7620","2020-04-01 13:43:29.7790",3483,"Montgomery St",40.71942,-74.05099,3187,"Warren St",40.7211236,-74.03805095,42377,"Subscriber",1993,1
564,"2020-04-01 13:34:10.3510","2020-04-01 13:43:35.1570",3483,"Montgomery St",40.71942,-74.05099,3187,"Warren St",40.7211236,-74.03805095,19853,"Customer",1969,0
942,"2020-04-01 13:36:03.5250","2020-04-01 13:51:46.3310",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3196,"Riverview Park",40.7443187,-74.0439909,42386,"Subscriber",1987,2
257,"2020-04-01 13:38:18.4400","2020-04-01 13:42:35.9270",3210,"Pershing Field",40.742677141,-74.051788633,3212,"Christ Hospital",40.734785818,-74.050443636,27580,"Subscriber",1988,1
1273,"2020-04-01 13:41:54.1690","2020-04-01 14:03:07.1950",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3185,"City Hall",40.7177325,-74.043845,42390,"Subscriber",1985,1
2081,"2020-04-01 13:46:21.9820","2020-04-01 14:21:03.8810",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,42505,"Customer",1989,1
1326,"2020-04-01 13:48:55.3060","2020-04-01 14:11:01.9900",3679,"Bergen Ave",40.722103786686034,-74.07145500183105,3193,"Lincoln Park",40.7246050998869,-74.07840594649315,42436,"Subscriber",1987,1
841,"2020-04-01 13:51:43.9330","2020-04-01 14:05:45.7390",3192,"Liberty Light Rail",40.7112423,-74.0557013,3639,"Harborside",40.7192517,-74.034234,42528,"Subscriber",1970,1
701,"2020-04-01 13:52:48.2570","2020-04-01 14:04:29.8090",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3191,"Union St",40.7182113,-74.0836394,42494,"Subscriber",1983,1
262,"2020-04-01 13:55:54.1990","2020-04-01 14:00:17.0280",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3211,"Newark Ave",40.72152515,-74.046304543,42289,"Subscriber",1973,2
1228,"2020-04-01 14:05:30.7650","2020-04-01 14:25:58.7750",3199,"Newport Pkwy",40.7287448,-74.0321082,3681,"Grand St",40.71517767732029,-74.03768330812454,42185,"Subscriber",1961,1
1834,"2020-04-01 14:06:28.8010","2020-04-01 14:37:03.5620",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3267,"Morris Canal",40.7124188237569,-74.03852552175522,42274,"Subscriber",1984,1
1241,"2020-04-01 14:10:51.2080","2020-04-01 14:31:32.3550",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3206,"Hilltop",40.7311689,-74.0575736,42548,"Subscriber",1991,1
3032,"2020-04-01 14:20:08.7700","2020-04-01 15:10:40.9410",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,42121,"Subscriber",1983,1
900,"2020-04-01 14:26:25.3610","2020-04-01 14:41:25.8710",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42107,"Subscriber",1977,2
305,"2020-04-01 14:27:37.8530","2020-04-01 14:32:43.4360",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3187,"Warren St",40.7211236,-74.03805095,42270,"Subscriber",1990,1
304,"2020-04-01 14:29:05.2800","2020-04-01 14:34:09.7170",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3187,"Warren St",40.7211236,-74.03805095,42307,"Subscriber",1981,1
253,"2020-04-01 14:33:51.8710","2020-04-01 14:38:05.1440",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73089709786179,-74.06391263008118,42485,"Subscriber",1980,1
742,"2020-04-01 14:39:42.3570","2020-04-01 14:52:05.3000",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3199,"Newport Pkwy",40.7287448,-74.0321082,42123,"Subscriber",1989,2
323,"2020-04-01 14:41:34.3500","2020-04-01 14:46:58.0790",3193,"Lincoln Park",40.7246050998869,-74.07840594649315,3679,"Bergen Ave",40.722103786686034,-74.07145500183105,42436,"Subscriber",1987,1
295,"2020-04-01 14:45:23.5300","2020-04-01 14:50:18.7920",3211,"Newark Ave",40.72152515,-74.046304543,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,42289,"Subscriber",1973,2
308,"2020-04-01 14:46:12.6710","2020-04-01 14:51:20.8590",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3203,"Hamilton Park",40.727595966,-74.044247311,42204,"Subscriber",1989,1
574,"2020-04-01 14:47:56.0280","2020-04-01 14:57:30.9370",3639,"Harborside",40.7192517,-74.034234,3199,"Newport Pkwy",40.7287448,-74.0321082,42635,"Subscriber",1987,1
428,"2020-04-01 14:47:59.3460","2020-04-01 14:55:08.0910",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,42566,"Subscriber",1952,1
546,"2020-04-01 14:48:19.0890","2020-04-01 14:57:25.2220",3639,"Harborside",40.7192517,-74.034234,3199,"Newport Pkwy",40.7287448,-74.0321082,42380,"Subscriber",1988,2
521,"2020-04-01 14:50:01.7570","2020-04-01 14:58:42.8880",3268,"Lafayette Park",40.71346382669195,-74.06285852193832,3209,"Brunswick St",40.7241765,-74.0506564,42491,"Customer",1969,0
386,"2020-04-01 14:56:38.7350","2020-04-01 15:03:05.2200",3202,"Newport PATH",40.7272235,-74.0337589,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,42502,"Subscriber",1973,1
2005,"2020-04-01 15:01:34.6270","2020-04-01 15:35:00.3590",3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,3193,"Lincoln Park",40.7246050998869,-74.07840594649315,42497,"Subscriber",1959,1
